lead_id,deterministic_tier,llm_score,llm_rationale,score_divergence,scores_aligned
L1217,tier3,30,Social Media Manager at TokenWorks; non-technical role despite strong company intent.,10,true
L1281,tier3,20,Enthusiast at Central Polytechnic; academic domain with medium intent but not a core sales target.,0,true
L2762,tier2,90,"ML Engineer at Neuralight with very high intent and surging signals, indicating strong near-term opportunity.",35,false
L2503,tier3,10,Customer Success Manager at an insurance firm with email opt-out and DNC flags.,10,true
L2508,tier3,85,"Missing title at TokenWorks, but surging high intent with competitor tool churn signal and open opportunity context.",65,false
L1855,tier1,88,Director of Infrastructure at VoiceForge; highly relevant decision-maker in an AI/ML software company.,2,true
L1110,tier2,92,"Founder/CEO at DataBarn with maximum intent, surging signals, and competitor churn indicators.",37,false
L2299,tier3,25,Enthusiast at a State University; academic institution limits near-term sales potential.,5,true
L1018,tier2,95,VP Engineering at TensorLoop with a perfect intent score and multiple surging metrics.,40,false
L1926,tier2,75,Owner at pipeline labs with high surging intent signals and open deal status in HubSpot.,20,true
L1790,tier3,20,Indie hacker at State University; academic setting reduces enterprise sales viability.,0,true
L2718,tier1,82,VP of Engineering at PayTrellis; solid decision-maker in a software company.,8,true
L2579,tier2,70,Head of Platform at Copilot Health AI; senior technical leader at a tiny AI/ML startup.,15,true
L1360,tier3,10,HR Manager at Peak Fitness Studios; non-technical role in a non-tech industry.,10,true
L1828,tier3,15,Operations Manager at Harborview Logistics; non-technical operational role.,5,true
L1590,tier2,58,Sr. Data Scientist at MetricsHub; solid technical IC profile in software.,3,true
L1754,tier2,65,Data Scientist at TensorLoop; already an existing customer contact showing positive campaign response.,10,true
L2133,tier3,35,Missing job title at RELAYMESH with low intent signals.,15,true
L1857,tier1,94,Head of AI at Formcraft; top-tier technical leadership role with near-maximum intent score.,4,true
L2711,tier3,15,MS Student using a freemail address at Northern University.,5,true
L2599,tier3,10,Executive Assistant at Quantum Nails Salon; completely irrelevant lead profile.,10,true
L2256,tier3,25,Social Media Manager at Nimbus ERP; high company intent does not match the non-technical role.,5,true
L1320,tier3,20,MS Student at Central Polytechnic; academic background with low conversion potential for cloud GPU enterprise sales.,0,true
L2741,tier3,25,Project Manager at Stackline Software; non-technical role despite software industry context.,5,true
L2287,tier3,60,Principal at Finetune Labs; high intent and trial spikes despite ambiguous title and unverified industry.,40,false
L1168,tier2,45,"Sr. Data Scientist at LedgerWorks; technical role with past engagement, but marked as closed-lost in CRM.",10,true
L1097,tier3,25,VP of AI Infrastructure at a logistics company using a freemail address. Low intent score and outside core tech/AI vertical.,5,true
L1333,tier2,45,"CEO title with medium intent and competitor churn signal, but missing company and firmographic data entirely.",10,true
L1335,tier2,85,Computer Vision Engineer at an AI/ML software company with surging high intent and active campaign engagement.,30,true
L2026,tier3,10,Non-technical financial analyst role at a healthcare company using a freemail address. Low relevance.,10,true
L1837,tier2,60,Independent consultant at an AI/ML software company showing medium intent and GPU usage trial spike.,5,true
L1477,tier1,90,Director of AI at a large software firm with surging high intent and recent funding. Excellent sales opportunity despite personal email.,0,true
L1236,tier2,88,ML Engineer at a software company with high surging intent and positive CRM history as an open deal candidate.,33,false
L2067,tier2,50,"Technical IC in computer vision at an AI/ML company, but intent is low and no recent engagement.",5,true
L2862,tier2,30,Applied scientist with low intent and unverifiable company details.,25,true
L2649,tier2,15,"MLOps engineer at a software company, but flagged with DNC and email opt-out in CRM.",40,false
L2498,suppress,5,Deep learning engineer at a known competitor company domain (TensorHive).,,true
L2607,tier3,20,Product marketing manager at a food and beverage company. High intent is likely noise or irrelevant evaluation.,0,true
L1187,tier3,20,Missing job title makes qualification difficult despite moderate intent.,0,true
L2309,tier2,55,Senior data scientist at an AI/ML software company with low immediate intent.,0,true
L2449,tier2,65,SWE at an AI/ML software firm using a freemail address with moderate intent.,10,true
L1681,tier3,10,Non-technical financial analyst with missing company and low intent signals.,10,true
L1350,tier3,15,Hobbyist title at an academic institution (.edu / education industry).,5,true
L2737,tier3,15,Recruiter role at a software company. Non-technical contact.,5,true
L1969,tier3,40,"Fractional CTO at a logistics company showing high intent. Despite decision-maker title, the company is outside the core tech/AI vertical.",20,true
L2368,tier2,80,Existing customer with an open opportunity and technical IC role at an AI/ML software company.,25,true
L1122,tier2,75,Data scientist at an AI/ML company showing high surging intent across multiple metrics.,20,true
L1460,tier2,60,Data scientist at an AI/ML company with prior campaign engagement.,5,true
L2746,tier3,30,"Account executive in a non-technical sales role, despite high intent at an AI/ML company.",10,true
L1528,tier3,5,"Completely anonymous lead with missing title, company, industry, and country.",15,true
L2580,tier2,65,AI engineer at an AI/ML software company in the existing cohort.,10,true
L2767,tier1,88,Head of Engineering at a software company with high surging intent and strong technical seniority.,2,true
L2918,tier2,55,Research scientist with missing company industry details but positive test email patterns and engagement.,0,true
L2013,tier3,10,Student at an educational institution with closed-lost history.,10,true
L1489,tier2,40,"Backend engineer at an AI/ML company with high intent, but flagged with email opt-out and churned status.",15,true
L1196,tier3,25,Missing job title at an AI/ML company with low intent score.,5,true
L2284,tier3,45,"Decent intent and decision-maker title, but company is in Insurance rather than AI/ML, limiting immediate high-volume GPU usage.",25,true
L2339,tier1,70,"Strong enterprise company size and Head of Engineering title in AI/ML software, though intent score is currently low.",20,true
L2105,tier2,88,"High surging intent, active ML hiring, competitor churn signal, and past campaign engagement make this an extremely strong lead despite IC title.",33,false
L2661,tier3,50,"Freemail address and ambiguous consultant title are risks, but strong surging intent and competitor churn elevate potential.",30,true
L2745,tier2,68,"CTO title at a software company with strong intent and surging signals, despite freemail and unverifiable company size.",13,true
L1090,tier3,62,"Managing Partner at an ML company with high intent and surging signals, although title is non-technical.",42,false
L2022,tier3,5,Clear spam/low-fit lead: landscaping company owned by an individual using a freemail address with no technical signals.,15,true
L1564,tier1,65,"Head of ML at a large software company, though intent score is currently low and no recent surge detected.",25,true
L1273,tier3,55,"Shows trial spike and ML hiring signals with a mid-size footprint, though title is ambiguous and industry field is empty.",35,false
L1337,tier2,25,"Marked as churned in CRM with low intent score and freemail address, despite technical research scientist title.",30,true
L1604,tier2,40,"Technical title at an AI company, but very low intent score and lack of firmographic verification offset the potential.",15,true
L2047,tier3,15,"Operations manager in real estate with moderate internal intent, but completely misaligned with AI cloud infrastructure.",5,true
L1382,tier2,85,"Extremely high intent, trial spikes, and recent funding at a software company warrant a sales queue promotion despite ambiguous title.",30,true
L2882,tier2,82,"Existing customer contact with active campaign engagement, high technical relevance, and solid intent signals.",27,true
L2441,tier1,78,"CTO at an AI/ML software company with solid intent signals, though uses a personal proton.me email address.",12,true
L1031,tier2,80,"VP of Engineering with high surging intent and infrastructure expansion signals, despite unverified industry string.",25,true
L2768,tier2,90,"Top-tier intent score, surging competitor churn signals, GPU usage trial spikes, and a direct infrastructure engineering role.",35,false
L2211,tier2,84,"Deep learning engineer showing trial spikes and recent funding surges, highly relevant to GPU infrastructure needs.",29,true
L2275,tier3,10,Missing job title and construction industry background indicate a low-fit lead despite an open deal status in HubSpot.,10,true
L1698,tier1,92,"Existing engaged customer with multiple positive campaign responses, leadership title, and high-value AI company profile.",2,true
L2588,tier3,30,Academic undergraduate background despite extremely high intent signals; likely student research project rather than commercial enterprise sales.,10,true
L1290,tier2,58,"Existing converted contact with technical title, but company firmographics are missing and intent score is low.",3,true
L2779,tier2,40,"Closed-lost CRM status, DNC flag, and email opt-out present major compliance and historical risks despite technical AI role.",15,true
L1071,tier1,89,Founder & CEO at an AI/ML software company with very high internal intent score; prime candidate for sales outreach.,1,true
L1229,tier2,60,Technical consultant at a large AI/ML company showing competitor churn signals and pricing interest.,5,true
L1975,tier2,86,Computer vision engineer at a major software company with strong trial spikes and surging intent signals.,31,false
L1724,tier3,20,"Account executive in a non-technical role, poorly aligned with deep infrastructure sales despite campaign engagement.",0,true
L2646,tier2,65,"Senior software engineer at an AI/ML company with solid technical profile, though intent score is currently low.",10,true
L1524,tier2,91,"Data scientist at a small AI/ML startup with maximum intent, pricing page visits, and competitor churn signals.",36,false
L1851,tier2,72,Computer vision engineer at an AI company with solid funding and infrastructure expansion signals.,17,true
L1201,tier3,25,"High intent score and surging indicators from State University, but the lead is an undergraduate student using a freemail address. While education accounts sometimes churn from competitors, this is not a strong near-term sales/PLG opportunity.",5,true
L2151,tier2,65,"Director of Machine Learning at an AI/ML software company. Despite a small company size (1-10), the title and industry make this a very relevant technical decision-maker profile.",10,true
L2055,tier3,15,Software engineer at a dental group outside of the AI/ML or software sectors with very low intent. Unlikely to be a near-term GPU infrastructure buyer.,5,true
L2237,tier2,40,"Software Engineer at an AI/ML company, but has opted out of email and has a DNC flag set. Although technically qualified, sales engagement is blocked.",15,true
L1652,tier2,78,"Data Scientist at an AI/ML software company with strong high-intent signals (surging pricing page visits, docs traffic, and hiring for ML roles). Despite using a freemail address, the behavioral and firmographic fit is strong.",23,true
L2771,tier3,10,Content Writer at a bakery with low intent. Completely misaligned industry and role.,10,true
L2350,tier3,12,Master's student at a university. Academic domain with low intent score and no commercial buying authority.,8,true
L2910,tier2,75,"Head of Engineering at a company with high intent signals (hiring ML roles, docs traffic, funding). Industry is missing, but title and intent strongly point to a high-value prospect.",20,true
L2064,tier2,60,Research Engineer at an AI/ML software company with medium intent and infrastructure footprint expansion signals. Good technical fit.,5,true
L1626,tier1,68,"Director of Platform Engineering at a mid-sized software company. Strong decision-maker title, though intent score is low and personal email is used.",22,true
L1371,tier2,82,ML Engineer at Voxel Dynamics with high surging intent and active campaign engagement. Existing customer/contact status with strong technical and behavioral alignment.,27,true
L1291,tier3,20,"Product Marketing Manager in software. Non-technical role, though an existing customer, making them a poor near-term direct GPU infrastructure opportunity.",0,true
L2040,tier2,70,Data Scientist at an AI/ML software company with active ML hiring and pricing page engagement. Ideal technical persona.,15,true
L1104,tier3,30,"Project Manager at a construction company. Despite high intent and trial spikes, the role and industry are misaligned with core AI developer infrastructure buyers.",10,true
L2509,tier3,22,Independent consultant at a construction company with a closed-lost status. High intent score is likely noise given the traditional industry context.,2,true
L1354,tier3,15,"Missing job title at a fitness studio. Despite high intent, lack of identity and mismatched industry indicate likely noise or low-quality lead.",5,true
L1353,tier2,65,Software Engineer at a software company with solid intent signals and campaign engagement.,10,true
L2383,tier3,45,"Missing job title but has an open opportunity and high intent. However, the contact has opted out of email and has a DNC flag, restricting outreach.",25,true
L1394,tier3,15,Recruiter at a construction company. Non-technical role and mismatched industry.,5,true
L1141,tier3,25,"PhD student at a university. Academic domain with medium intent, better suited for self-serve or educational programs rather than sales outreach.",5,true
L2485,tier1,88,"Co-Founder & CTO at Neuralight, an AI/ML software company. Perfect decision-maker seniority and industry match.",2,true
L2050,tier2,62,"Software Engineer at an AI/ML software company. Despite a closed-lost status, the technical role and trial spike signals indicate a viable product-led growth prospect.",7,true
L1084,tier2,65,Backend Engineer at a software company with medium intent signals. Good technical profile.,10,true
L2323,tier3,10,"Missing job title, company, and industry. High intent score alone cannot overcome total lack of firmographic and persona data.",10,true
L2263,tier2,75,"Backend Engineer at a software company with very high intent and surging signals (funding, docs traffic, pricing page visits).",20,true
L2556,tier2,68,"MLOps Engineer at a software company using a freemail address. MLOps is a high-relevance persona for GPU infrastructure, though intent is modest.",13,true
L2567,tier2,72,NLP Engineer at a software company with active customer/open deal status and competitor churn signals. High technical alignment.,17,true
L2045,tier2,65,"Data Scientist at a software company with high surging intent and funding signals. Uses freemail and has a closed-lost history, but technical and intent profile is strong.",10,true
L2528,tier2,60,"Staff Engineer at Opsfleet. Strong technical IC title, though industry and company size data are unverified.",5,true
L1504,tier3,18,"Recruiter at Voxel Dynamics. Non-technical role, making them an unlikely near-term buyer despite company context.",2,true
L1492,tier1,75,"Director of Infrastructure at a large AI/ML software company represents an ideal enterprise buyer for Runpod. Although intent is low, seniority and firmographics strongly support immediate sales outreach.",15,true
L1853,tier2,60,"Technical consultant with medium intent and GPU trial spike signals. Solid mid-tier prospect, though consulting titles can sometimes lack direct budget ownership.",5,true
L2233,tier2,85,"Deep Learning Engineer at an AI/ML software company with high intent, high surge, competitor churn signal, and positive historical campaign engagement. Freemail is slightly risky but justified by technical IC role and strong behavioral signals.",30,true
L1994,tier3,40,"NLP Engineer at an insurance company outside the core software/AI industry. Despite medium intent and competitor churn signals, industry vertical limits near-term PLG expansion compared to native AI companies.",20,true
L2031,tier1,80,VP of AI Infrastructure at a specialized AI/ML company showing trial spikes and expanded footprint. Excellent direct target for sales.,10,true
L2003,tier3,15,"Accountant title at voxel dynamics. Even with high surge and trial signals, a non-technical accounting role indicates this is unlikely to be a qualified product-led buyer.",5,true
L1297,tier1,45,"CTO at Streamlyne, but CRM records indicate the lead is explicitly marked as churned with low intent. High seniority does not override churn status.",45,false
L1202,tier2,82,"SVP Engineering with maximum intent score (98), surging signals, funding, and GPU trials. Despite unverified company industry, executive title and heavy intent make this a top-tier sales lead.",27,true
L2859,tier1,88,Director of Platform Engineering at a large software enterprise with high intent and GPU trial spike. Existing HubSpot opportunity stage confirms high near-term sales readiness.,2,true
L2554,tier2,55,"Owner title with medium intent and funding signals at voxel dynamics. Ambiguous title reduces certainty, but company focus and funding keep it moderate.",0,true
L2752,tier2,70,"Software Engineer with high intent, surging GPU usage, and positive campaign response. Strong technical IC lead worth nurturing or pushing to sales.",15,true
L2371,tier3,30,Missing job title and micro company size (1-10) despite high intent signals. High risk of low-quality lead or spam.,10,true
L1026,tier2,65,Data Scientist at a large AI/ML software company with solid intent signals. Good technical fit for bottom-up adoption.,10,true
L1906,tier3,10,Student using freemail from an educational institution. High intent is likely academic research rather than a commercial sales opportunity.,10,true
L2601,tier3,10,Graduate student at an educational institution with CRM status closed lost. Clearly an academic account.,10,true
L1167,tier2,50,"DevOps Engineer using freemail with Mistletoe ML. Hubspot marks as SQL, but missing industry and freemail introduce verification risks.",5,true
L2714,tier3,5,MS Student with missing company details and low intent. Zero commercial value.,15,true
L1341,tier3,25,Project Manager in the automotive industry. High intent signals are likely unrelated to core GPU server workloads.,5,true
L1482,tier3,15,"Builder title with completely missing company and industry data, and very low intent. High noise risk.",5,true
L1545,tier2,82,NLP Engineer at Axon Research (AI/ML software) with high surging intent and expanded footprint. Strong technical bottom-up candidate.,27,true
L1193,tier2,60,"VP Engineering at Vectorly AI. Seniority is excellent, but missing company firmographics and industry create moderate uncertainty.",5,true
L1414,tier3,35,Freelancer at TokenWorks with medium intent. Freelancers rarely represent large enterprise GPU contracts.,15,true
L1427,tier3,20,Project Manager in a non-technical company with very low intent. Unlikely to be a product fit.,0,true
L2691,tier2,65,"Deep Learning Engineer at MetricsHub using a freemail address. Excellent technical role and company profile, slightly offset by personal email domain.",10,true
L2370,tier3,10,Student at a polytechnic institute. Low commercial potential.,10,true
L1668,tier3,20,Customer Success Manager in software. Non-technical go-to-market role with low intent score.,0,true
L2610,tier3,45,"Chief AI Officer at Cornerstone Insurance. C-level title is strong, but insurance vertical means heavy AI adoption is likely internal enterprise IT rather than core model training infrastructure provider.",25,true
L1479,tier2,45,"Research Engineer at Signalfold. Technical IC role, but missing company size and industry data introduce uncertainty.",10,true
L1473,tier2,50,"CEO at DataBarn. Executive title suggests buying power, but missing company and industry data limit confidence.",5,true
L2619,tier1,85,"Head of AI at Apptide, a software company with medium intent and GPU trial signals. Perfect enterprise target for sales queue.",5,true
L1246,tier2,52,ML Engineer at a large AI/ML software company showing modest intent signals. Aligns well with the deterministic tier2 placement.,3,true
L1180,tier2,48,Software engineer at a large software enterprise with mild documentation traffic increase. Good fit for self-serve or nurture.,7,true
L2395,tier2,68,"Research scientist with high internal intent and active engagement in launch campaigns, though small company size.",13,true
L2411,tier2,75,Senior ML engineer who is already an existing customer showing active trial usage spikes and campaign responses.,20,true
L2357,tier3,40,Business analyst role despite high competitor churn signals. Non-technical title makes it less ideal for immediate bottom-up developer motion.,20,true
L2290,tier3,25,Student using a freemail address with low confidence identity resolution. Academic context points to self-serve/tier3.,5,true
L1182,tier3,22,MS Student in an education institution using a proton email. Low intent and academic focus.,2,true
L2057,tier3,30,"Missing job title makes seniority and technical fit unverifiable, despite medium intent from the account.",10,true
L2150,tier3,20,Office manager at a software company. Administrative role with low likelihood of driving GPU infrastructure decisions.,0,true
L1232,tier3,15,Office manager in automotive industry using a freemail address and marked as unqualified in CRM. High intent is likely noise.,5,true
L2808,tier1,85,Co-founder at a software tech company with high intent and competitor churn signals. Strong candidate for sales queue.,5,true
L2020,tier1,92,"Director of AI at an AI/ML software company with surging high intent, pricing page visits, and GPU usage trial spikes. Prime tier1 target.",2,true
L2083,tier2,55,Infrastructure engineer at a large AI/ML company. Solid technical IC profile though current intent score is low.,0,true
L2448,tier3,35,"Social media manager in real estate. High intent signals on the account are likely driven by other team members, not this lead.",15,true
L2776,tier2,72,Staff engineer at a small AI/ML company showing strong surging intent and existing customer status.,17,true
L2108,tier3,38,"Research engineer, but works in healthcare (dental group) using a freemail address. Lower relevance for core GPU infrastructure compared to native AI startups.",18,true
L2500,tier2,78,NLP engineer at an AI/ML software company with strong surging intent and competitor churn signals. High potential near-term opportunity.,23,true
L1498,tier3,32,Content writer at an AI/ML company. Non-technical role limits direct purchasing power despite being in the right industry.,12,true
L1175,tier2,60,Software engineer at LegalMind AI with medium intent and recent funding round signals.,5,true
L2213,tier2,45,"MLOps engineer with great technical alignment, but company and firmographic details are entirely missing.",10,true
L1551,tier3,28,Indie hacker title at a state university using an educational domain. Likely academic or exploratory project.,8,true
L2477,tier2,62,Research engineer at a tiny AI/ML startup with recent funding. Good technical fit and intent profile.,7,true
L2424,tier3,24,Postdoc at a university using a freemail address. Academic user with low commercial intent.,4,true
L2049,tier3,42,"Missing job title at Pipeline Labs, though showing moderate intent and doc traffic. Hard to evaluate seniority without a title.",22,true
L2162,tier3,25,PhD candidate at an institute using a freemail address. Academic profile with limited commercial buying intent.,5,true
L1735,tier2,70,"Founder with high intent and surging signals, despite using a freemail address and working at a logistics firm.",15,true
L1977,tier2,65,Applied scientist at an AI/ML software company with solid intent signals and competitor churn indicators.,10,true
L1419,tier2,58,Senior data scientist who is already marked as a customer in HubSpot. Good technical fit.,3,true
L1411,tier2,76,"Computer vision engineer at Mistletoe ML with high surging intent, trial spikes, and hiring signals.",21,true
L2353,tier3,26,Builder title at a healthcare dental group with zero intent score. Unlikely to be a strong near-term GPU buyer.,6,true
L1709,tier3,15,"Managing Partner at a fitness studio with non-technical profile. Medium intent score likely reflects tangential interest or research, but extremely low fit for GPU cloud infrastructure.",5,true
L2152,tier3,20,"Product Marketing Manager with an open opportunity in Salesforce, but non-technical role and past lack of response limit sales alignment.",0,true
L1399,tier2,85,"Applied Scientist showing strong intent with a GPU usage trial spike, surging docs traffic, and pricing page visits. Highly relevant technical role.",30,true
L1536,tier2,90,"NLP Engineer at an AI/ML software company with surging intent, recent funding, competitor churn signal, and expanded infrastructure footprint. Prime target.",35,false
L2699,tier3,25,"Postdoc at a state university. High intent and engagement with serverless content, but academic domain usually aligns with lower immediate commercial conversion potential.",5,true
L1535,tier3,10,"Customer Success Manager at a dental group. Zero relevance to GPU infrastructure, low intent score.",10,true
L2442,tier2,88,"Director of Platform Engineering at an AI/ML software company with high intent, surging docs traffic, pricing visits, and recent funding. Strong decision-maker.",33,false
L1421,tier1,95,"Head of Engineering at a software company with top-tier intent, competitor churn signal, funding, and expanded infrastructure. Perfect enterprise fit.",5,true
L1962,tier2,40,"VP of Engineering at SynthWorks AI, but marked as Closed Lost previously and churned. Moderate intent from past campaign clicks, but requires re-qualification.",15,true
L2600,tier1,75,"Founder & CEO of an AI/ML software company. Despite lower intent score currently, executive seniority in the correct industry makes them a strong sales candidate.",15,true
L1685,tier1,70,Founder/CEO at Inferra Labs (AI/ML software). Low current intent score is offset by executive title and relevant industry.,20,true
L1225,tier3,10,"Chief AI Officer at a nail salon. Highly likely to be fraudulent, test data, or severe mismatch despite high intent signals.",10,true
L2196,tier3,5,Owner of Quantum Nails Salon. Existing customer status indicates this is an anomaly or test account in CRM.,15,true
L1786,tier2,65,"Applied Scientist at Copilot Health AI. Good technical fit and relevant industry, though subscriber lifecycle stage suggests early-stage evaluation.",10,true
L2451,tier2,89,"Deep Learning Engineer at an AI/ML software company with high intent, funding, and increased documentation traffic. Excellent technical lead.",34,false
L2201,tier3,30,"Hobbyist using a freemail address affiliated with a university. High intent and usage trial spike, but self-serve or low commercial value.",10,true
L1749,tier3,35,"Head of ML at Peak Fitness Studios using a freemail address. High intent score and technical title, but company industry is entirely non-technical.",15,true
L1531,tier3,25,"Co-Founder & CTO at an insurance company using freemail. Relevant technical role, but traditional insurance industry limits AI scale.",5,true
L2563,tier2,82,"ML Engineer at Codewharf with extremely high intent, hiring signals, and competitor churn indicators. Strong technical lead.",27,true
L2278,tier2,1,"AI Engineer at Codewharf, but explicitly opted out of emails and flagged with DNC. Uncontactable sales opportunity.",54,false
L1056,tier2,72,Backend Engineer at Vectorly AI with good intent signals and trial spikes. Strong technical profile for PLG or sales expansion.,17,true
L1282,tier3,15,Freelancer at an Institute of Technology. Low intent and academic association limit commercial value.,5,true
L2348,tier3,20,"Operations Manager at Ledgerworks. Very high intent score, but non-technical role reduces immediate viability for GPU infrastructure sales.",0,true
L1158,tier3,15,Business Analyst at Cornerstone Insurance. Low intent and non-technical role.,5,true
L1726,tier3,1,"Missing job title at RoboticsOne, but has high intent. However, marked with email opt-out and DNC flags, making them uncontactable.",19,true
L1462,tier2,80,"DevOps Engineer at LedgerWorks using a freemail address. High intent, surging signals, funding, and competitor churn make this a high-value technical lead despite freemail.",25,true
L2458,tier2,45,"Co-Founder & CTO at Apptide. Previously closed-lost with no response on recent campaigns, but strong executive and technical profile.",10,true
L1348,tier3,25,"PhD Student at Central Polytechnic. High intent and trial spikes indicate active usage, but likely belongs in a self-serve or academic tier.",5,true
L1023,tier3,10,Owner of Bluebird Travel with email opt-out and DNC flag. Travel industry is non-relevant for AI compute.,10,true
L1040,tier2,65,"DevOps Engineer with missing company and industry data, but shows moderate intent and hiring signals for ML roles. Solid technical IC profile.",10,true
L1255,tier2,42,"VP Engineering title is strong, but missing company data and low intent score indicate high uncertainty.",13,true
L1870,tier3,75,"High intent score, surging signals, and work email at an AI/ML company compensate for the missing job title.",55,false
L2019,tier2,38,Software engineer at an unverified software company with low intent. Standard nurture profile.,17,true
L1365,tier1,92,Head of MLOps at an AI/ML company with high surging intent and hiring signals. Excellent top-tier opportunity.,2,true
L2321,tier3,15,Undergraduate student using freemail with a churned status in HubSpot. Unlikely to be a commercial opportunity despite high intent metrics.,5,true
L2073,tier2,40,SRE at a software company with moderate intent. Good candidate for self-serve or nurture.,15,true
L1043,tier2,68,Deep Learning Engineer with surging intent and multiple active campaign responses. Strong potential for upsell.,13,true
L1891,tier2,55,"Head of Engineering title is appealing, but very small company size and low intent temper expectations.",0,true
L1059,tier3,25,PhD candidate at an educational institution using an academic domain. Low commercial potential.,5,true
L2225,tier2,35,"MLOps engineer at a small, unverified company with very low intent.",20,true
L1516,tier2,88,"ML Engineer with extremely high intent, competitor churn signals, and active campaign engagement.",33,false
L2376,tier2,60,"Software engineer at an AI/ML company with sales-qualified lead status in HubSpot, offset slightly by freemail.",5,true
L2780,tier2,45,"SVP Engineering is a strong decision-maker title, but missing company details and near-zero intent suggest caution.",10,true
L2154,tier1,70,"Founder & CEO at an AI/ML software company. Strong title and industry match, though current intent is low.",20,true
L1796,tier2,72,"ML engineer with high surging intent and competitor churn signals, though using freemail.",17,true
L1768,tier3,20,Missing job title and churned status in HubSpot indicate low near-term potential.,0,true
L1227,tier3,50,"Consultant with high surging intent and GPU trial spike, but ambiguous title and non-technical industry context.",30,true
L2345,tier3,22,Technologist in the Travel industry with moderate intent. Unlikely to need core AI GPU infrastructure.,2,true
L2227,tier3,18,Managing Partner in logistics. Non-technical role with very low intent.,2,true
L1852,tier2,58,"Staff engineer at an AI health company, but opt-out flags and DNC status present compliance hurdles.",3,true
L1280,tier3,10,Student at a university with low intent. Purely academic profile.,10,true
L2269,tier2,65,VP of AI Infrastructure at an AI/ML startup with competitor churn signals. Great profile despite freemail.,10,true
L2195,tier2,62,Research Scientist at an AI/ML company with medium intent and GPU usage trial spike.,7,true
L1839,tier2,55,"Platform Engineer with moderate intent and trial signals, offset by freemail and unverified company.",0,true
L2510,tier3,12,Project Manager at a nail salon. Completely irrelevant vertical for GPU infrastructure.,8,true
L1993,tier3,48,"Missing job title at an AI/ML company, but active campaign engagement and trial spikes suggest some product interest.",28,true
L1328,tier3,10,Student on an educational domain with an email opt-out flag.,10,true
L2103,tier3,30,"Content writer in software with high intent, but non-technical role limits sales potential.",10,true
L1747,tier2,65,Head of AI title at an unverified company. Strong technical relevance but low intent.,10,true
L2205,tier2,45,"Director of Platform Engineering is a strong decision-maker title, but opt-out flags and churned lead status limit potential.",10,true
L1738,tier3,15,"Non-technical role (Business Analyst) at a software company, but strong account intent signals. However, the lead has opted out of emails and has a DNC flag, making them a poor near-term outreach target.",5,true
L2608,tier2,40,"Director-level platform engineering title indicates buying authority, but missing company information and low intent signals temper the score. They are an existing customer.",15,true
L2231,tier2,65,Machine Learning Engineer at an AI/ML company showing trial spikes. Excellent target for product-led growth.,10,true
L1778,tier3,10,"Hobbyist user with a freemail address, education sector, and churned status in HubSpot. Very low commercial value.",10,true
L2736,tier2,85,"Technical MLOps Engineer at a software company with very high intent, surging signals, competitor tool churn, and doc traffic. Despite freemail, high intent makes this a strong lead.",30,true
L2140,tier3,25,"Customer Success Manager in a non-technical role, though the company shows some intent and is an open sales-qualified lead in HubSpot.",5,true
L2615,tier2,80,"Backend Engineer at a large software company showing strong surging intent, hiring for ML roles, and increased docs traffic.",25,true
L1538,tier3,5,Managing Partner at a dental group with a closed-lost status and email opt-out. Likely spam or completely irrelevant industry.,15,true
L2110,tier2,60,Computer Vision Engineer at a software company with moderate intent signals. Solid technical fit.,5,true
L2674,tier2,55,Computer Vision Engineer at an insurance company with missing industry verification and mixed CRM signals (churned lead status).,0,true
L1352,tier3,20,PhD student using a freemail address and unresolved account company. Low commercial intent despite trial spikes.,0,true
L1206,tier3,30,"Customer Success Manager in a non-technical role at an unspecified industry company, though some competitor churn signals are present.",10,true
L2672,tier2,88,Director of Machine Learning at Shipmate with very high intent and surging signals. Excellent enterprise opportunity.,33,false
L1748,tier3,12,Financial Analyst in the construction industry. Non-technical role with no relevant AI/ML use case.,8,true
L2558,tier2,82,Senior Software Engineer at an AI/ML software company showing high surging intent and GPU trial spikes.,27,true
L1433,tier2,68,Research Engineer at an AI/ML software company with solid intent signals.,13,true
L1231,tier2,50,"Data Scientist at a company with unverified industry and low intent score. Technical IC fit is good, but context is weak.",5,true
L2203,tier2,45,Advisor role at a software company with an open MQL status. Ambiguous title reduces confidence.,10,true
L2374,tier2,40,Technical Consultant with a freemail address at an AI/ML company with an open deal. Ambiguous title.,15,true
L1190,tier3,25,"Project Manager in an AI/ML company. Non-technical role, though showing moderate intent signals.",5,true
L1824,tier3,20,Content Writer at an AI/ML company. Non-technical role.,0,true
L2397,tier3,35,"Founder/CEO at an insurance company using a freemail address. Decision-maker title, but outside core software/AI industry and low intent.",15,true
L1061,tier2,65,ML Engineer at an AI/ML company. Highly relevant technical role.,10,true
L2347,tier2,62,"DevOps Engineer at a company with missing industry data, but showing good intent and competitor churn signals.",7,true
L1777,tier3,15,Account Executive with missing company and firmographics data. Non-technical role.,5,true
L2187,tier2,86,"Platform Engineer at a large software company with high surging intent, GPU trial spikes, and competitor churn signals.",31,false
L2606,tier2,58,Computer Vision Engineer at a company with unverifiable industry details and moderate intent.,3,true
L2697,tier3,25,"Business Analyst (non-technical) at an AI company, previously closed-lost. Despite engagement, role is a poor fit.",5,true
L1907,tier2,60,"SRE at a software company. Strong technical alignment, though intent score is currently low.",5,true
